text,classificacao
RT @Emergencias365: Vía: @Samu8C 

Realizar la Reanimación Cardio Pulmonar o RCP como muchos lo conocen puede doblar o incluso triplicar l…,psiquico
RT @Dale_Uruguay: "Yo soy más partidario del estímulo que de la medida autoritaria" expresa @MartinLema404 en el encuentro organizado por…,psiquico
RT @pabloloyola10: To estressado não consigo dormir,psiquico
Me tornei no que eu mais temia. Não paro de comer quando tou estressado 😥,psiquico
Cansado estressado e impaciente   Vou dormir que é melhor !! 😴,psiquico
To estressado não consigo dormir,psiquico
convivendo com mais gente eu acabei descobrindo que sou muito estressado tenho que melhorar isso mano me estresso com besteira as vezes,psiquico
Eu tinha começado a gostar de uma amiga eu tinha visto um brilho nela mas logo por um erro que cometi por estar e… https://t.co/mC0P3Yc1Pj,psiquico
Eu sempre fui de levar as coisas na esportiva qualquer tipo de brincadeira pesada. Mas ultimamente eu já não to co… https://t.co/THWisjcGuH,psiquico
Tô estressado pra caralho,psiquico
tô mto estressado preciso transa,psiquico
Tô muito estressado precisando mais que nunca de uns carinhos,psiquico
@felipeneto Ainnn quase shorey aqui kkkkkk Te adoro Felipeee! Tu é foda mlk amo seu carisma e seu jeitinho estress… https://t.co/nJPaTUoENR,psiquico
todo dia o mesmo Vinicius bida estressado por não conseguir dormir por causa de barulho dos outros,psiquico
aí estou estressado demais odeio ficar assim,psiquico
RT @rodrigopaulo39: Tenho 3 níveis de temperamentos 

1-Estressado 
2-Muito estressado 
3-Vtnc arrombado fdp,psiquico
RT @ehdaora: online mas

conversando: não 
refletindo sobre a vida: sim
fome: tô 
estressado : fico
de boa: sempre 
vc: quero,psiquico
RT @Marisol_Bowen: En mitad de la alegría los regalos la cena y el abrazo no olvidemos que todavía ¡nos falta Jorge! 
Su mejor regalo es…,psiquico
RT @Marisol_Bowen: En mitad de la alegría los regalos la cena y el abrazo no olvidemos que todavía ¡nos falta Jorge! 
Su mejor regalo es…,psiquico
RT @PauliRojas3: @DyeCar @ZaeL1912 Le falta 20 cm de alegria 🙈,psiquico
@DyeCar @ZaeL1912 Le falta 20 cm de alegria 🙈,psiquico
Tengo un par de alumnos/as que siempre me preguntan cómo voy cuánto me falta y cuando los voy a ver. 
Que alegría dan esas cositas💖💖,psiquico
Tenho vários amigos que fazem o “Thiaguinho - ousadia e alegria” querem saber é de porra nenhuma se afastam da lu… https://t.co/DGkwIOaMpc,psiquico
RT @dimas_isaac: @MariaDelNogales @migrom1 @PDVSA ASÍ DEBEN HACER EN VARIOS MINISTERIOS Y ALCALDÍASESTAMOS LLENOS DE 5TA COLUMNA .Q ESTÁN…,psiquico
RT @dimas_isaac: @MariaDelNogales @migrom1 @PDVSA ASÍ DEBEN HACER EN VARIOS MINISTERIOS Y ALCALDÍASESTAMOS LLENOS DE 5TA COLUMNA .Q ESTÁN…,psiquico
RT @Mandabarcello: Uma das minhas tristezas diárias é a separação do nosso grupo e a falta de Débora mas minha alegria é vê pelo menos kaly…,psiquico
RT @dimas_isaac: @MariaDelNogales @migrom1 @PDVSA ASÍ DEBEN HACER EN VARIOS MINISTERIOS Y ALCALDÍASESTAMOS LLENOS DE 5TA COLUMNA .Q ESTÁN…,psiquico
Ayer una de las personas que más quiero me dijo que le falta un año para ser bachiller en su carrera y no saben la alegría que me causó,psiquico
@JavidelaPena Vinicius con Zidane primeras 3 jornadas de Liga: 118 min
Con Lopetegui: 0 min
Con Solari: 33 min
Pero… https://t.co/MVM0zxT8Cl,psiquico
Quero me divertir com o futebol - Texto sobre a falta de alegria do atual futebol praticado no "país do futebol"… https://t.co/ONPzuzvzwe,psiquico
@Jubzzz14 Falta Quanto Tempo Pra Ela Nascer???!!!Já Escolheram O Nome Dela???!!!Seu Marido Deve Estar Radiante De A… https://t.co/6mCKUaNra3,psiquico
RT @dimas_isaac: @MariaDelNogales @migrom1 @PDVSA ASÍ DEBEN HACER EN VARIOS MINISTERIOS Y ALCALDÍASESTAMOS LLENOS DE 5TA COLUMNA .Q ESTÁN…,psiquico
@__Bellamy ánimo! falta 1 mes para el conciertazo de Muse 🤘😊,psiquico
@AdriRM33 Ves a los jugadores y te das cuenta que es un pinga de equipo...solo falta engranar piezas y ya!!! El fu… https://t.co/D0armgHo9j,psiquico
RT @faqkundo420: Me subió el ánimo ahre alta falta de amor https://t.co/OLEW1ZLXuc,psiquico
@depoquitoenpoq1 @javiernavia ¿No podés esperar unos pocos meses para volver a tener el fútbol gratis los pobres d… https://t.co/NuWWG3D6rg,psiquico
RT @RifeCamil: Feliz cumple a la persona mas linda q conozco la q esta siempre para mi x mas choques q tengamos la q no falta nunca para…,psiquico
RT @faqkundo420: Me subió el ánimo ahre alta falta de amor https://t.co/OLEW1ZLXuc,psiquico
Cada vez mais perco o ânimo de viver num país q não valoriza a luta diária do educador q enfrenta: condições precár… https://t.co/KIVrg1mYta,psiquico
Feliz cumple a la persona mas linda q conozco la q esta siempre para mi x mas choques q tengamos la q no falta nu… https://t.co/kwAG4j5Nrz,psiquico
RT @LUISELOYARAUJO: la ciudad por temperaturas que no parecen de este mundo y con una grave crisis de falta de agua. 

A Maracaibo la secue…,psiquico
@MUnitedEs David es de mis jugadores favoritos pero a veces siento que no está comprometido al 100 tal vez si le ha… https://t.co/eIUvtuyapb,psiquico
RT @faqkundo420: Me subió el ánimo ahre alta falta de amor https://t.co/OLEW1ZLXuc,psiquico
RT @MoranVidal: “Hace falta tener paciencia ánimo y dedicarse exclusivamente a esta carrera”. Recomendaciones de @mariapiasanz para actore…,psiquico
Me subió el ánimo ahre alta falta de amor https://t.co/OLEW1ZLXuc,psiquico
Creo que a mi animo le falta azucar hora de buscar una heladeria abierta,psiquico
não assisti o jogo hoje por falta de ânimo,psiquico
Falta de atenção gera esquecimento !!,psiquico
@jdoriajr Atenção são Paulo imagina o prejuízo desse erro no bolso do contribuinte!... Que falta de controle das c… https://t.co/NzmSX37hCw,psiquico
Bastou um pedacim de noite pra me apaixonar
Cê fez amor de um jeito que eu vou mas vou voltar
Tô passando aí perd… https://t.co/QZA0pbU0Kf,psiquico
Nao sei lidar com a falta de Atenção da Elaine 🙄 isso e mal de escorpião??,psiquico
RT @Mtsfxp: falta de atenção gera esquecimento 😉,psiquico
RT @Desportiva1963: Não é drama. Não é pra chamar a atenção. Não é falta de Deus e muito menos frescura.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Nesse mês de setembro a…,psiquico
RT @Mtsfxp: falta de atenção gera esquecimento 😉,psiquico
Em suas redes sociais? O objetivo era apenas parecer pra todos que se importam? Parem! Os que lotam status do Whats… https://t.co/FxuHPzhote,psiquico
RT @FCrvg27: será que eu mereço toda essa falta de consideração? crl eu dou carinho atenção mando mensagem toda hr perguntando se está b…,psiquico
RT @neytan_souzaa: coisas que te machucam:

• ver seu grupo de amigos saindo sem te chamar 
• ser interrompido ou ficar falando sozinho
• n…,psiquico
RT @0XXPAPI: 💥💥💥💥💥 ATENÇÃO MUITA ATENÇÃO AQUI GALERA 💥💥💥💥💥💥💥

O EVERGLOW DA @598EU ESTÁ NECESSITADO DE UMA ONDA SÓ FALTA ELA PARA COMPLETA…,psiquico
RT @0XXPAPI: 💥💥💥💥💥 ATENÇÃO MUITA ATENÇÃO AQUI GALERA 💥💥💥💥💥💥💥

O EVERGLOW DA @598EU ESTÁ NECESSITADO DE UMA ONDA SÓ FALTA ELA PARA COMPLETA…,psiquico
RT @sousadieu: A depressão é sorrateira meu queridos e a falta de atenção é sempre o estopim pra tragédia. 

Cuidem dos seus amigos.,psiquico
RT @alvxaro: depressão não é falta de Deus
não é frescura
não é querer chamar atenção
não é ter falta de fé

só quem já passou e passa sabe…,psiquico
RT @0XXPAPI: 💥💥💥💥💥 ATENÇÃO MUITA ATENÇÃO AQUI GALERA 💥💥💥💥💥💥💥

O EVERGLOW DA @598EU ESTÁ NECESSITADO DE UMA ONDA SÓ FALTA ELA PARA COMPLETA…,psiquico
Mano 
Odeio esse remédio e a grande maioria (quase todos) dos efeitos colaterais mas assim sem condições eu ficar… https://t.co/QVuABM9cMf,psiquico
escola a começar = eu a ficar cada vez mais magra eu a ficar com cada vez mais falta de concentração eu a ficar c… https://t.co/cSQpwxxWqP,psiquico
levar esporro fora de casa levar esporro dentro de casa ver coisas que me incomodam e ter que ficar calada falta de… https://t.co/eiPmQQkZWa,psiquico
@rafaluz55 Você jogou DEMAIS cara! E aquela falta não foi antidesportiva! Não se deixe abater e mantenha a concent… https://t.co/4R2gGFk1Us,psiquico
RT @CamiloRomero: Que dolorosa realidad: cuidado hay #PalabrasQueMatan 

El atentado a #KarinaGarcia es inadmisible. Es un atentado a la m…,psiquico
RT @CamiloRomero: Que dolorosa realidad: cuidado hay #PalabrasQueMatan 

El atentado a #KarinaGarcia es inadmisible. Es un atentado a la m…,psiquico
RT @CamiloRomero: Que dolorosa realidad: cuidado hay #PalabrasQueMatan 

El atentado a #KarinaGarcia es inadmisible. Es un atentado a la m…,psiquico
RT @CamiloRomero: Que dolorosa realidad: cuidado hay #PalabrasQueMatan 

El atentado a #KarinaGarcia es inadmisible. Es un atentado a la m…,psiquico
RT @CamiloRomero: Que dolorosa realidad: cuidado hay #PalabrasQueMatan 

El atentado a #KarinaGarcia es inadmisible. Es un atentado a la m…,psiquico
RT @LionFags: Magoar uma pessoa é fácil difícil é quando tu sente falta dela e ela já não está do seu lado né?! Toma cuidado pra não perde…,psiquico
Vigia não meninas né virose ñ e sim falta de cuidado.,psiquico
RT @CamiloRomero: Que dolorosa realidad: cuidado hay #PalabrasQueMatan 

El atentado a #KarinaGarcia es inadmisible. Es un atentado a la m…,psiquico
RT @CamiloRomero: Que dolorosa realidad: cuidado hay #PalabrasQueMatan 

El atentado a #KarinaGarcia es inadmisible. Es un atentado a la m…,psiquico
RT @vitorinhaleao: Magoar uma pessoa é fácil difícil é quando você sente falta dela e ela já não está mais ao seu lado tome cuidado pra n…,psiquico
Al grupo free se mando Saltillo +1.5 (-130). De momento arriba 2-0. Aún falta mucho juego pero ahí va.

Por ahí alg… https://t.co/jjHM4jeClJ,psiquico
RT @CamiloRomero: Que dolorosa realidad: cuidado hay #PalabrasQueMatan 

El atentado a #KarinaGarcia es inadmisible. Es un atentado a la m…,psiquico
Magoar uma pessoa é fácil difícil é quando tu sente falta dela e ela já não está do seu lado né?! Toma cuidado pra… https://t.co/Pyq2TCmug5,psiquico
é falta de considerações com uma pessoa q ele namora a +2 anos.. to bem melhor por ter postado isso pq n tinha com… https://t.co/qGpz6Ik6Vi,psiquico
RT @CamiloRomero: Que dolorosa realidad: cuidado hay #PalabrasQueMatan 

El atentado a #KarinaGarcia es inadmisible. Es un atentado a la m…,psiquico
Eu fiquei anos sem ler nada q não fosse acadêmico por conta da faculdade — e principalmente por falta de vontade e… https://t.co/goYrv6axuc,psiquico
@fefahlima muito sexo sem estabilidade pq eu to com falta de sexo e dedicação e não ta legal mas a minha conta tá… https://t.co/yC6IDdsPbs,psiquico
Entre falta de sexo mas dedicação total e muito sexo e sem garantia de estabilidade vcs ficam com qual?,psiquico
Sua dedicação é simplesmente nada. Não pesa na balança chamada falta de reciprocidade.
Uma unidade de medida sem peso e sem importância.,psiquico
@leoffmiranda como quase opostos?
a dedicação ao time defensivo ou "reativo" é a mesma a aversão pela posse é a me… https://t.co/bax5Tfqs69,psiquico
Gabriela Santos sentimos muita falta de você!! Mas sabemos que agora vc tem um serzinho que precisa muito de você t… https://t.co/N8rkis5tY4,psiquico
@lolesportsbr @brttOficial Brasil não eh uma região respeitada por conta dos jogadores mimados e imaturos. Falta de… https://t.co/hiO7D9Spkk,psiquico
Gente acabei de ter a porra de uma ideia para uma Fanfic agora só falta a dedicação para escrever,psiquico
Comparações que fariam a dissertação ter um "aprovada com Louvor" não apareceram porque não tive tempo hábil e ded… https://t.co/fAL4BtEVlV,psiquico
Mais fácil falar com o papai noel em abril do que com a @CasasBahia pelo twitter pelo telefone ou pelo facebook 
Fa… https://t.co/qXtWLWRaEG,psiquico
RT @MelaniediarioBR: K-12 vazou e não ouçam Melanie se esforçou muito para o álbum e não tenho dúvidas de que escreveu todas letras com de…,psiquico
RT @MelaniediarioBR: K-12 vazou e não ouçam Melanie se esforçou muito para o álbum e não tenho dúvidas de que escreveu todas letras com de…,psiquico
Eu não sei é por causa da idade que torna difícil competir contra jogadores na sua esmagadora maioria de adolesc… https://t.co/wpD8sMisS7,psiquico
Queria parabenizar as pessoas pela falta de noção e pelo esforço e dedicação em cuidar da vida alheia.,psiquico
@ebelico Q maldade amg... continua kkk 

Meu ponto é que essa debilidade é mais fruto da precarização da falta de… https://t.co/zLiRrg6X2x,psiquico
Eu odeio me sentir sozinho  e queria  te pedir carinho..
Quando a boca sente  a falta do teu beijo e o corpo  incen… https://t.co/HwpTvW9Qww,psiquico
RT @LaBestiaOficial: Depois do Mattos Edu Dracena Willian Bigode Maike Egídio Felipe Melo Dudu Goulart Diogo Barbosa Ramires e até…,psiquico
Me machucar se o orgulho fala mais alto que a minha falta então talvez a gente nem devesse mais se esbarrar eu t… https://t.co/otT2niuAls,psiquico
RT @gonzca_93: bebê sinto falta de te ver aqui sinto falta de você... 
Aqui sentando quicando e pensando quando eu Beijava sua boca essa…,psiquico
RT @gonzca_93: bebê sinto falta de te ver aqui sinto falta de você... 
Aqui sentando quicando e pensando quando eu Beijava sua boca essa…,psiquico
RT @evandro_gueiros: Um erro não justifica uma tortura.
Um chocolate uma vontade um desejo e falta de dinheiro para realizar foi o que o…,psiquico
Sentir Falta Dos Abraços De Alguém é Um Tiro Pprt  Muito Ruim  Não Desejo Isso a Ninguém...,psiquico
@mirandes63 Isso não é só imbecilidade e falta de inteligência.
É masculinidade frágil;
Desejo reprimido;
E o filho… https://t.co/s0AIhWqIN4,psiquico
RT @LaBestiaOficial: Depois do Mattos Edu Dracena Willian Bigode Maike Egídio Felipe Melo Dudu Goulart Diogo Barbosa Ramires e até…,psiquico
Eu nunca vou entender o quão estranhas as pessoas se tornaram o que o amor desejo e paixão se tornou... É algo de… https://t.co/bLorzMFfLx,psiquico
Um erro não justifica uma tortura.
Um chocolate uma vontade um desejo e falta de dinheiro para realizar foi o que… https://t.co/kv1bWHGLJQ,psiquico
@ladyfontenelle @fefito Você na Jovem pan!!!!!! Ameiiii..... só escuto Morning show por causa do Caio pq os coment… https://t.co/m1oCnTIWVF,psiquico
RT @LaBestiaOficial: Depois do Mattos Edu Dracena Willian Bigode Maike Egídio Felipe Melo Dudu Goulart Diogo Barbosa Ramires e até…,psiquico
RT @paivaluizaaa2: Caio ( cg ) — dono dos melhores conselhos sinto falta da nossa amizade de antes desejo toda felicidade do mundo amo d…,psiquico
Mas falta em mim falta em mim desejo de ser uma pessoa sociável.,psiquico
Pelo cc qualquer galinha fala..agora vem bater de frente gata! Disposição aqui é oque não falta!!!!,psiquico
Sou doido pra fazer um mano a mano contigo porém nem vale a pena tu com essa carcaça de frango aí da nen pro ch…… https://t.co/RZoXxFSY8A,psiquico
RT @anala_sz: eu ODEIO me sentir insuficiente
eu ODEIO me sentir inutil
eu ODEIO sentir q podia ser melhor e ta fazendo mais mas n faço po…,psiquico
RT @gbrunes10: nego confunde tranquilidade com falta de disposição pprt,psiquico
RT @Reilucas9: Não confunde tranquilidade com falta de disposição⛳,psiquico
RT @CL15572: Vagabundo Confunde  Muita Tranquilidade Com Falta De Disposição!!,psiquico
RT @opa_2R: Nego confunde tranquilidade com falta de disposição,psiquico
nego confunde tranquilidade com falta de disposicao !,psiquico
RT @a_gabysouza13: nego confunde tranquilidade com falta de disposição..,psiquico
RT @trem751cv: Nego confunde tranquilidade com falta de disposição...😎,psiquico
RT @dudy1220: NEGO CONFUNDE TRANQUILIDADE COM FALTA DE DISPOSIÇÃO..,psiquico
RT @Nvnh16: ' Nego confunde tranquilidade com falta de disposição...😎,psiquico
RT @Nvnh16: ' Nego confunde tranquilidade com falta de disposição...😎,psiquico
RT @Nvnh16: ' Nego confunde tranquilidade com falta de disposição...😎,psiquico
' Nego confunde tranquilidade com falta de disposição...😎,psiquico
RT @pelayo_emanuel: @JCFloresMiramon Se reconoce todo el apoyo que se le está otorgando a la niñez de nuestro estado. Pero la revalorizació…,psiquico
“Temos de aprender a “não reagir imediatamente a um estímulo mas tomar o controle dos instintos inibitórios limit… https://t.co/nfXBE8F1ek,psiquico
A falta de estimulo ta me deixando assim. Eu nunca preferi tanto o silêncio quanto eu estou preferindo agora,psiquico
Cómo alimentar a los niños  en Venezuela? 300 $ la "canasta básica "sin incluir  otras necesidades. Cómo  van a est… https://t.co/Hsyqq3hn6A,psiquico
@JCFloresMiramon Se reconoce todo el apoyo que se le está otorgando a la niñez de nuestro estado. Pero la revaloriz… https://t.co/CMWec9OyDN,psiquico
@Patbatem_an @miguel_tambien Desde luego pero no puedo ir diciendo que este tipo de subvenciones más allá de vehí… https://t.co/6E8Xi8bFZV,psiquico
@Jowsticckk Irmão da um tapão nessa falta de estimulo pula da cama toma aquele banho geladex e vem correndo pra u… https://t.co/bYJhXeBqEg,psiquico
@victoria2019g @RCachanosky Soy de Rosario 60 años. Por ahí escuché " la pobreza no tiene que ver con el hambre si… https://t.co/RdiBLyjWJk,psiquico
RT @UrtubeyJM: La falta de alimentación y estímulo en los primeros 1000 días en los niños por nacer y recién nacidos tienen consecuencias i…,psiquico
A gente até se acostumou!! Esse 05 que falta é o estímulo pra ganhar de novo! https://t.co/EDuiuuCRSv,psiquico
@tontarculo @enaalc Es curioso y es una charla que he tenido muchas veces. La única manera en la que podría una pe… https://t.co/1lDsTf61r1,psiquico
@WalhallaMann Sí. No se puede subestimar la franja que se motiva sólo con el estímulo permanente muchos no se banc… https://t.co/pGhMQlqeu0,psiquico
RT @tatifernandes_: Com a idade vc percebe q não está c falta de paciência é objetividade. Q o abraço não é por carência é pq o tempo pas…,psiquico
@enaalc Pues esa persona no tendría forma de percibir luz. Si no percibe luz el nervio óptico no envía ninguna señ… https://t.co/PhKB0kGjXx,psiquico
@enaalc La cosa es que la falta de un estímulo visual es interpretada por el cerebro como color negro.,psiquico
pra quem quase ficou de recuperação por falta digo uma coisa:

desligar o despertador e voltar dormir é tão bom que… https://t.co/d4RSlvI7Es,psiquico
tentando superar a falta de noção só se for. Onde é que tá a graça? https://t.co/aIXqBVkQHt,psiquico
RT @SilvaGaabriella: Sinto falta mas fico na minha. Brincar de correr atrás das pessoas se torna sem graça quando só quem corre é você.,psiquico
@joaozinn0 para de graça que tu vai sentir minha falta,psiquico
RT @NatalhaLemoss: chifre não tem graça é horrível você confiar em uma pessoa e depois descobri que está sendo traída você ser fiel e a p…,psiquico
única coisa que está me fazendo falta da expoap é dos goró que eu ganhei de graça,psiquico
Uma coisa que eu deixei de gostar e não sinto falta é UFC. Sei lá mano não vejo mais graça.,psiquico
sinceramente tudo q eu queria nesse dia do biologo era que essas porra de instituição parassem de oferecer estagio… https://t.co/6D9vMXDdf9,psiquico
@madeinrjbby @MarioGabriel08 @px_biell A pessoa achou graça de algo aí é falta de senso?,psiquico
RT @LUCAS_RIANN10: @GuilhermeSsmith @CentralFoxBR A graça do futebol é a comemoraçãoos dribles as provocações e esses caras falando que…,psiquico
Sinto falta de ter alguém pra falar 24hrs de qualquer assunto sem ficar enjoativo ou chatoTrocar piadas sem graça… https://t.co/FsRfc3EL90,psiquico
Não por falta de consideração  mas é pq acho tão sem graça,psiquico
Tem vezes que sinto tanta falta
Até de brigar com você
Vê que nós dois achamos graça
De coisas que ninguém mais ri,psiquico
@porraMP @SElismonteiro @DamaresAlves @erro500 Prezado eu não estou aqui para receber aulas suas (nem de graça). A… https://t.co/vUkOm1x3fN,psiquico
RT @NatalhaLemoss: chifre não tem graça é horrível você confiar em uma pessoa e depois descobri que está sendo traída você ser fiel e a p…,psiquico
RT @miadelfivarela: Se me re nota cuando algo me jode o estoy de mal humorenseguida me cambia el tono de voz  y la cara de culo nunca falta,psiquico
RT @yoongiaetherius: Díganme que no soy la única que todos los días sin falta escucha aunque sea una vez este video hasta puse el link en…,psiquico
RT @miadelfivarela: Se me re nota cuando algo me jode o estoy de mal humorenseguida me cambia el tono de voz  y la cara de culo nunca falta,psiquico
#QueNoSePierdaLaBonitaCostumbre de confundir la amabilidad con coqueteo la bondad con debilidad el insomnio con l… https://t.co/4ExxljcsKu,psiquico
RT @yoongiaetherius: Díganme que no soy la única que todos los días sin falta escucha aunque sea una vez este video hasta puse el link en…,psiquico
@meralatriste "Podre ser pendejo pero no para ahogarme en las trajineras" Dude really? Tres pesitos de madre no… https://t.co/Y3Op4siqZs,psiquico
RT @TomasNahuel_: Angustia mucho que lo disfracen de humor que ahora pase a ser una picardía o una metida de pata al estilo polémica en el…,psiquico
Acabo de ver Once upon a time in Hollywood y lo q veo es q muchas personas no la aguantan por el simple hecho de q… https://t.co/X2XK8jx5yG,psiquico
@XimeRubio1 Lo peor es que usan el “humor negro” solo para justificar su falta de empatía y pendejez.,psiquico
una de las grandes tragedias de nuestro tiempo es la progresiva falta de sentido del humor
#movieTime… https://t.co/7XRwgi8Tev,psiquico
@rodoun7 @RenAlmeyda1 Que absurdo insultar a una cuenta parodia debe ser falta de sentido del humor,psiquico
Si de mal humor andas checa que no te haga falta dormir comer o cog*r.,psiquico
@gabrielec30 Tentando amenizar a falta de blz com o humor kkkkk vc é linda  um mulherão da porra,psiquico
RT @TomasNahuel_: Angustia mucho que lo disfracen de humor que ahora pase a ser una picardía o una metida de pata al estilo polémica en el…,psiquico
Aguentou as minhas patadas o meu péssimo humor a falta de respeito hoje me levou para comprar umas blusinhas fo… https://t.co/VnqRxz0GYE,psiquico
RT @VMTElSalvador: Reiteramos a la población la importancia de respetar la Ley.  Gracias a las denuncias recibidas a través del #YoDenuncio…,psiquico
Empecé a disfrutar más de las personas que están conmigo presentes en toda situación y a las demás a darle 0 de im… https://t.co/KSiNjz0RQC,psiquico
RT @StaCke: Según la historia de Titanes Eos (aurora) existía para anunciar la llegada de su hermano Helios (sol) dándole así más importanc…,psiquico
RT @JulianCaperaB: "Seguramente van a hacer falta. Sabemos la importancia que tienen James o Juanfer para la Selección...": Duván Zapata so…,psiquico
Sério Lucas tá substituindo Natanael no meu hall de importância discutindo sobre arte e os impactos dela ao longo… https://t.co/FYSHPyhYng,psiquico
RT @churos2017: La Historia de nuestro país debería tener la mayor importancia dentro y fuera de las aulas de clase todos deberíamos conoc…,psiquico
RT @estrell16593034: Gracias a los dos que hoy no me dejaron otra opción que bloquearlosdoy las gracias porque las situaciones ridículas m…,psiquico
De longe hoje foi o dia em que mais senti falta da minha namorada. Mas não apenas da namorada Agatha mas da pesso… https://t.co/v9igZw8Rkq,psiquico
RT @nicoletaverna_: Hoy la psicologa me dijo: "la persona que disfruta de la tristeza ajena es por falta de alegrías propias. Así que no l…,psiquico
RT @nicoletaverna_: Hoy la psicologa me dijo: "la persona que disfruta de la tristeza ajena es por falta de alegrías propias. Así que no l…,psiquico
RT @VMTElSalvador: Reiteramos a la población la importancia de respetar la Ley.  Gracias a las denuncias recibidas a través del #YoDenuncio…,psiquico
RT @yanquee: No solo no lo lograron si no que su muerte creo que puede cambiar muchas cosas en este país en cuanto a la concientización sob…,psiquico
Me rompe las pelotas que sigan dandole mas importancia a lo físico que a lo psicológico se imaginan tratar de just… https://t.co/S2LKzogdz6,psiquico
RT @yanquee: No solo no lo lograron si no que su muerte creo que puede cambiar muchas cosas en este país en cuanto a la concientización sob…,psiquico
falta de Deus é você pregar na igreja ou em qq outro lugar sobre a importância de ajudar e dar amor ao próximo send… https://t.co/fdJk266rHj,psiquico
falta de interesse não foi

próxima,psiquico
RT @RitaCEduardo: Não existe falta de tempo existe falta de interesse. Porque quando a gente quer mesmo a madrugada vira dia. Quarta-feir…,psiquico
RT @mairaopcao123: Tenho q parar com essa mania de só responder quem eu quero no Whatsapp to com um monte de conversa que não consigo abri…,psiquico
RT @RitaCEduardo: Não existe falta de tempo existe falta de interesse. Porque quando a gente quer mesmo a madrugada vira dia. Quarta-feir…,psiquico
RT @CiteiBrisas: Não acredito em falta de assunto e sim em fala de interesse. Quem quer falar com você fala até sobre pão..,psiquico
descobri q é falta de interesse mesmo
se fosse outra época eu ia estar ARRASADA 
agora eu tô tipo: https://t.co/FkOzDTmP40,psiquico
muitas forças aos boys trans héteros q tem q aguentar minas cis héteros falando coisas extremamente transfóbicas pr… https://t.co/jliFOmcCSS,psiquico
RT @RitaCEduardo: Não existe falta de tempo existe falta de interesse. Porque quando a gente quer mesmo a madrugada vira dia. Quarta-feir…,psiquico
RT @RitaCEduardo: Não existe falta de tempo existe falta de interesse. Porque quando a gente quer mesmo a madrugada vira dia. Quarta-feir…,psiquico
RT @smokeandgold: acho que o problema de muita gente é pensar que o único motivo de vácuo é falta de interesse as vezes a pessoa ta faland…,psiquico
RT @RitaCEduardo: Não existe falta de tempo existe falta de interesse. Porque quando a gente quer mesmo a madrugada vira dia. Quarta-feir…,psiquico
RT @RitaCEduardo: Não existe falta de tempo existe falta de interesse. Porque quando a gente quer mesmo a madrugada vira dia. Quarta-feir…,psiquico
RT @gleyrod: Falta de interesse do caralho vsf,psiquico
A falta de interesse dela é incrível,psiquico
RT @RitaCEduardo: Não existe falta de tempo existe falta de interesse. Porque quando a gente quer mesmo a madrugada vira dia. Quarta-feir…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
@BTS_twt  Bom sei que falta alguns dias pro seu aniversário mais eu to anciosa e vou te escrever agora pois me veio… https://t.co/SBruVGpClR,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @luanestephany: Me ajuda a divulgar meu “trampo”?
Faço makes artisticas no insta e ultimamente não tenho feito mais por falta de motiva…,psiquico
RT @GUYDI22: Paciência e oque me falta surtação  atrás de surtação 🤷‍♀️🤦‍♀️,psiquico
Paciência e oque me falta surtação  atrás de surtação 🤷‍♀️🤦‍♀️,psiquico
Como Agosto fue una hijueputada de mes y esto le atinó a dos de las tres cosas que salieron esa vez intentemos est… https://t.co/G8XApJeSqj,psiquico
Falta de paciência com certas coisas,psiquico
